name,description,image,category,sub_category,sub_category_id
"Roofa Slant Tip Tweezer, 011Bc",روفا ملقاط برأس مائل,,Skin Care,Nail Care,13
"Roofa Slant Tweezer+Metal Case, 004Bc",روفا ملقاط برأس مائل مع غطاء معدني,,Skin Care,Nail Care,13
"Roofa Square Tip Scissor Tweezer, 015Bc",روفا مقص وملقاط برأس مربعة,,Skin Care,Nail Care,13
"Roofa Square Tip Tweezer, 002Bc",روفا ملقاط برأس مربع,,Skin Care,Nail Care,13
"Roofa Toenail Clipper, 006Nc",روفا قلامة لأظافر القدمين,,Skin Care,Nail Care,13
"Roofa Toenail Nipper, 011Nc",روفا أداة لأظافر القدمين,,Skin Care,Nail Care,13
"Roofa Twist Buffer 4 Surfaces, 029Nc",روفا مبرد أظافر ملتف، 4 أوجه,,Skin Care,Nail Care,13
"Roofa Ultra Fine Nail File, 024Nc",روفا مبرد أظافر رفيع,,Skin Care,Nail Care,13
"Roofa Wide Grip Tip Tweezer, 009Bc",روفا ملقاط بمقبض عريض مضاد للإنزلاق,,Skin Care,Nail Care,13
"Roofa Wide Nail Brush, 019Nc",روفا فرشاة أظافر عريضة,,Skin Care,Nail Care,13
"(Buy 1 Get 1 Free) Sebaclar Hydra Oily skin moisturizing cream, 50 Ml",اشتري 1 واحصلي على 1 مجانًا) سيباكلار هيدرا كريم مرطب للبشرة الدهنية، 50 مل),,Skin Care,Skin Care,14
"(Buy 1 Get 1 Free) Sebaclar Hydra Oily skin moisturizing cream, 50 Ml",سيباكلار هايدرا  كريم مرطب للبشرة الدهنية، 50 مل,,Skin Care,Skin Care,14
"(Buy 1 Get 1 Free) Straline Cleanser,200 Ml",اشتري 1 واحصلي على 1 مجانًا) ستارلاين غسول، 200 مل),,Skin Care,Skin Care,14
"(Buy 1 Get 1 Free) Straline Cleanser,200 Ml","سترالاين غسول,200 مل",,Skin Care,Skin Care,14
"(Buy 1 Get 1 Free) Straline Emollient Cream, 200 Ml",اشتري 1 واحصلي على 1 مجانًا) ستارلاين كريم مرطب، 200 مل),,Skin Care,Skin Care,14
"(Buy 1 Get 1 Free) Straline Emollient Cream, 200 Ml",سترالاين كريم ترطيب للجسم، 200 مل,,Skin Care,Skin Care,14
"(Buy 1 get 1 free) Straline Hand Cream,75 Ml",اشتري 1 واحصلي على 1 مجانًا) ستارلاين مرطب لليدين، 75 مل),,Skin Care,Skin Care,14
"(Buy 1 get 1 free) Straline Hand Cream,75 Ml","سترالاين كريم يد,75مل",,Skin Care,Skin Care,14
"(Buy 1 Get 1) Melatex Serum Vitamine C 10 %, 30 Ml",اشتري 1 واحصلي على 1 مجانًا) مالتكس سيرم فيتامين سي 10%، 30 مل),,Skin Care,Skin Care,14
"(Buy 1 Get 1) Melatex Serum Vitamine C 10 %, 30 Ml",ميلاتيكس سيرم فيتامين سى، 30 مل,,Skin Care,Skin Care,14
"(Buy 1 Get 1) Melatex Serum Vitamine C 10 %, 30 Ml",اشتري 1 واحصلي على 1 مجانًا) مالتكس سيرم فيتامين سي 10%، 30 مل),,Skin Care,Skin Care,14
"25% Vitmin
    C Serum",25٪ فيتامين سي سيروم,,Skin Care,Skin Care,14
"Alejon Fair Care Whitening Cream For Face And Body, 50Ml","اليجون كريم لتفتيح الوجه و البشرة, 50 مل",,Skin Care,Skin Care,14
"Amollir Coconut Moisturizing Skin Lotion, 150Ml","امولير كريم لترطيب البشره بجوز الهند, 150 مل",,Skin Care,Skin Care,14
"Areej Forever Young For Moisturiser, 60 ML, Ar 097",أريج فوريفر ينج  مرطب، 60 مل، Ar 097,,Skin Care,Skin Care,14
"Areej Natural Glow 60 ML, AR 093",أريج ناتشورال جلو، 60 مل ، AR 093,,Skin Care,Skin Care,14
"Aroma Hand Cream Coco Delight, 75 Ml",أروما كريم لليد كوكو ديلايت، 75 مل,,Skin Care,Skin Care,14
"Aroma Hand Cream Sweet Cherry,75 Ml",أروما كريم لليد بالكرز الحلو، 75 مل,,Skin Care,Skin Care,14
"B5 Serum ,30  Ml",مصل B5، 30 مل,,Skin Care,Skin Care,14
"Babe Comforting Hydra Exfoliator Cream, 50ML","بيه بيه كمفورتنج هيدرا كريم مقشر ,50 مل",,Skin Care,Skin Care,14
"Babe Emollient Cream, 200ML","بيه بيه كريم مرطب ,200 مل",,Skin Care,Skin Care,14
"Bio Balance Argan Cracked Heel & Foot Balm, 60Ml","بايو بالانس بلسم مرطب للكعب و القدم بزيت الأرجان, 60 مل",,Skin Care,Skin Care,14
"Bio Balance Argan Hand & Nail Balm, 60Ml","بايو بالانس كريم مرطب لليدين و الاظافر بزيت الارجان, 60 مل",,Skin Care,Skin Care,14
"Bioblas Whitening Body Lotion, 180Ml","بايوبلاس لوشن لتفتيح الجسم, 180 مل",,Skin Care,Skin Care,14
"Bioblas Whitening Face Cream, 50Ml","بايوبلاس كريم لتفتيح الوجه, 50 مل",,Skin Care,Skin Care,14
Biotech Face Gel,بيوتيك جل الوجه,,Skin Care,Skin Care,14
Brightening Mask,ماسك تفتيح,,Skin Care,Skin Care,14
"Calliderm Hands & Nails Moisturizing Cream, 150Ml","كاليديرم كريم مرطب لليدين و الاظافر, 150 مل",,Skin Care,Skin Care,14
"Care By Care Skin Protection Cream, 100G","كير باي كير كريم للعناية بالبشرة , 100 جم",,Skin Care,Skin Care,14
"Cetaphil Moisturizing Cream Face & Body Sensitive Skin,   100Gm","سيتافيل كريم مرطب للوجه و الجسم للبشرة الحساسة , 100 جم",,Skin Care,Skin Care,14
"Cleocin Moisturizing Cream, 50 Gm","كليوسين كريم مرطب للبشرة, 50 جم",,Skin Care,Skin Care,14
"Collagen Serum ,30  Ml",سيروم الكولاجين - 30 مل,,Skin Care,Skin Care,14
Combination Skin Solution Trio,مجموعة محلول البشرة الثلاثي,,Skin Care,Skin Care,14
"Creme 21 All Day Cream Pro-Vitamen B5, 250Ml","كريم 21 المرطب بفيتامين بي 5, 250 مل",,Skin Care,Skin Care,14
"Creme 21 All Day Cream Pro-Vitamen B5, 50Ml","كريم 21 المرطب بفيتامين بي 5, 50 مل",,Skin Care,Skin Care,14
"Creme 21 Almond Body Lotion For Ultra Dry Skin, 400Ml","كريم 21 لوشن اللوز المرطب للجسم للبشرة شديدة الجفاف, 400 مل",,Skin Care,Skin Care,14
"Creme 21 Aloe Vera Body Lotion For Dry Skin, 400Ml","كريم 21 لوشن مرطب للجسم بخلاصة الصبار للبشرة الجافة, 400 مل",,Skin Care,Skin Care,14
"Creme 21 Moisturizing Cream With Vitamin E, 250Ml","كريم 21 كريم مرطب للجسم بفيتامين ه, 250 مل",,Skin Care,Skin Care,14
"Creme 21 Moisturizing Cream With Vitamin E, 50Ml","كريم 21 كريم مرطب للجسم بفيتامين ه, 50 مل",,Skin Care,Skin Care,14
"Creme 21 Pro-Vit B5 Body Lotion For Normal Skin, 400 Ml","كريم 21 لوشن مرطب للجسم بفيتامين بي 5 للبشرة العادية, 400 مل",,Skin Care,Skin Care,14
"Dove Beauty Cream, 125Ml","كريم دوف بيوتى لترطيب البشرة  ,  125 مل",,Skin Care,Skin Care,14
"Dove Beauty Cream, 50Ml","كريم دوف بيوتى لترطيب البشرة ,   50 مل",,Skin Care,Skin Care,14
Dry Skin Solution Trio,ثلاثي محلول البشرة الجافة,,Skin Care,Skin Care,14
"Dual Action Cleanser With Scrub ,240 Ml",منظف ​​مزدوج الفعالية مع مقشر ، 240 مل,,Skin Care,Skin Care,14
"Ebaglow Emollient Cream, 50Gm","ايباجلو كريم مرطب للبشرة, 50 جم",,Skin Care,Skin Care,14
"Ego Qv Feet Heel Rehydration & Revive Moisturizing Balm, 50Gm","ايجو كيو في بلسم مرطب لمعالجة و تجديد بشرة الكعبين, 50 جم",,Skin Care,Skin Care,14
"Ego Qv Intensive Body Moisturizing Cream, 30Gm","ايجو كيو في كريم الترطيب المكثف للجسم, 30 جم",,Skin Care,Skin Care,14
"Ego Qv Kids Moisturizing Balm For Dry Skin, 100Gm","ايجو كيو في بلسم مرطب لبشرة الاطفال للبشرة الجافة, 100 جم",,Skin Care,Skin Care,14
"Eva Evasiline Body Lotion, 240 Ml",ايفا  ايفازلين مرطب للجسم، 240 مل,,Skin Care,Skin Care,14
"Eva Evasiline Hand Cream, 60Ml",ايفا فازلين كريم اليدين، 60 مل,,Skin Care,Skin Care,14
"Eva Evasiline Hand Scrub,50 Ml",ايفا ايفازلين سكراب مقشر لليدين،50 مل,,Skin Care,Skin Care,14
"Eva Glycerin Cream,
    20Gm","ايفا كريم بالجلسرين لترطيب البشرة , 20 جم",,Skin Care,Skin Care,14
"Eva Glycerin Cream, 55Gm","ايفا كريم بالجلسرين لترطيب البشرة   , 55 جم",,Skin Care,Skin Care,14
"Eva Glycerin Dry Skin Cream, 170Gm","ايفا كريم بالجلسرين لترطيب البشرة الجافة  , 170 جم",,Skin Care,Skin Care,14
"Eva Honey Moisturizing Cream For Normal Skin, 100Gm","ايفا كريم مرطب بالعسل للبشرة العادية, 100 جم",,Skin Care,Skin Care,14
"Eva Honey Normal Skin Cream, 170Gm","ايفا كريم للعناية بالبشرة العادية بالعسل, 170 جم",,Skin Care,Skin Care,14
"Eva Milk Protein Moisturizing Cream For All Skin Types, 100Gm","ايفا كريم مرطب ببروتينات الحليب لجميع انواع البشرة, 100 جم",,Skin Care,Skin Care,14
"Eva Milk Protein Moisturizing Cream For All Skin Types, 170Gm","ايفا كريم مرطب ببروتينات الحليب لجميع انواع البشرة, 170 جم",,Skin Care,Skin Care,14
"Eva Milk Protein Moisturizing Cream With Musk For All Skin Types, 170Gm","ايفا كريم مرطب ببروتينات الحليب برائحة المسك لجميع انواع البشرة, 170 جم",,Skin Care,Skin Care,14
"Eva Milk Protein Moisturizing Cream With Musk For All Skin Types, 55Gm","ايفا كريم مرطب ببروتينات الحليب برائحة المسك لجميع انواع البشرة, 55 جم",,Skin Care,Skin Care,14
"Eva Skin Care Honey Cream, 55Gm","ايفا كريم للعناية بالجسم و البشرة بالعسل, 55 جم",,Skin Care,Skin Care,14
"Eva Skin Yoghurt And Cucumber Cream, 20Gm","ايفا كريم للعناية بالجسم و البشرة بالزبادى و الخيار, 20جم",,Skin Care,Skin Care,14
"Eva Spotless Face Cream, 18Gm","ايفا كريم لعلاج البقع و علامات الوجه , 18  جم",,Skin Care,Skin Care,14
"Eva Vaseline Heel Cream, 60 Ml",ايفا فازلين لازالة تشققات القدم، 60 مل,,Skin Care,Skin Care,14
"Eva Yoghurt & Cucumber Moisturizing Cream For Oily Skin, 100Gm","ايفا كريم مرطب بالزبادي و الخيار للبشرة الدهنية, 100 جم",,Skin Care,Skin Care,14
"Eva Yoghurt & Cucumber Moisturizing Cream For Oily Skin, 170Gm","ايفا كريم مرطب بالزبادي و الخيار للبشرة الدهنية, 170 جم",,Skin Care,Skin Care,14
"Eva Yoghurt & Cucumber Moisturizing Cream For Oily Skin, 55Gm","ايفا كريم مرطب بالزبادي و الخيار للبشرة الدهنية, 55 جم",,Skin Care,Skin Care,14
"Evasiline Moisturizing Body Lotion, 240Ml","ايفازلين لوشن مرطب للجسم, 240 مل",,Skin Care,Skin Care,14
"Evasiline Skin Petroleum Jelly, 100 Gm","ايفازلين جيلي مرطب للبشرة, 100 جم",,Skin Care,Skin Care,14
"Evasiline Skin Petroleum Jelly, 45 Gm","ايفازلين جيلي مرطب للبشرة, 45 جم",,Skin Care,Skin Care,14
Eye Care Solution Trio,ثلاثي محلول العناية بالعيون,,Skin Care,Skin Care,14
"Eye Firming Gel ,30 Ml",جل شد العين ، 30مل,,Skin Care,Skin Care,14
"Fair And Lovely Multi Vitamin Clear Fair Skin, 18Gm","فير اند لفلي كريم لتفتيح البشرة بالفيتامينات , 18 جم",,Skin Care,Skin Care,14
"Fair And Lovely Multi Vitamin Clear Fair Skin, 40Gm","فير اند لفلي كريم لتفتيح البشرة بالفيتامينات,  40 جم",,Skin Care,Skin Care,14
Firming Day Cream,كريم النهار لشد البشرة,,Skin Care,Skin Care,14
"Fruttini Cherry
    Body Lotion, 200Ml","فروتيني لوشن مرطب للجسم برائحة الكرز, 200 مل",,Skin Care,Skin Care,14
"Fruttini Cherry Body Scrub, 200Ml","فروتيني سكراب مقشر للجسم برائحة الكرز, 200 مل",,Skin Care,Skin Care,14
"Fruttini Kiwi Body Butter, 250Ml","فروتيني زبدة لترطيب الجسم برائحة الكيوي, 250 مل",,Skin Care,Skin Care,14
"Fruttini Kiwi Body Lotion, 200Ml","فروتيني كيوي لوشن مرطب للجسم برائحة الكيوي, 200 مل",,Skin Care,Skin Care,14
"Fruttini Kiwi Body Scrub, 200Ml","فروتيني سكراب مقشر للجسم برائحة الكيوي, 200 مل",,Skin Care,Skin Care,14
"Fruttini Kiwi Hand Cream, 50Ml","فروتيني كريم مرطب لليدين برائحة الكيوي, 50 مل",,Skin Care,Skin Care,14
"Fruttini Mango Body Butter, 250Ml","فروتيني زبدة لترطيب الجسم برائحة المانجو, 250 مل",,Skin Care,Skin Care,14
"Fruttini Mango Body Lotion, 200Ml","فروتيني لوشن مرطب للجسم برائحة المانجو, 200 مل",,Skin Care,Skin Care,14
"Fruttini Mango Body Scrub, 200Ml","فروتيني سكراب مقشر للجسم برائحة المانجو, 200 مل",,Skin Care,Skin Care,14
"Fruttini Mango Hand Cream, 50Ml","فروتيني كريم مرطب لليدين برائحة المانجو, 50 مل",,Skin Care,Skin Care,14
Fruttini Passion Fruit Body Butter 250Ml,"فروتيني زبدة لترطيب الجسم برائحة الباشن فروت, 250 مل",,Skin Care,Skin Care,14
"Fruttini Passion Fruit Hand Cream, 50Ml","فروتيني كريم مرطب لليدين برائحة الباشن فروت, 50 مل",,Skin Care,Skin Care,14
"Fruttini Strawberry Body Butter, 250Ml","فروتيني زبدة لترطيب الجسم برائحة الفراولة, 250 مل",,Skin Care,Skin Care,14
"Fruttini Strawberry Body Lotion, 200Ml","فروتيني لوشن مرطب للجسم برائحة الفراولة, 200 مل",,Skin Care,Skin Care,14
"Fruttini Watermelon Body Butter, 250Ml","فروتيني زبدة لترطيب الجسم برائحة البطيخ, 250 مل",,Skin Care,Skin Care,14
"Fruttini Watermelon Body Lotion, 200Ml","فروتيني لوشن مرطب للجسم برائحة البطيخ, 200 مل",,Skin Care,Skin Care,14
Garnier Pure Active Hand Sanitizer- 60 ml,غارنييه بيور اكتيف معقم اليدين- 60 مل,,Skin Care,Skin Care,14
"Glysolid Glycerin Cream, 40Ml","جليسوليد كريم للعناية بالبشرة بالجليسرين,  40 مل",,Skin Care,Skin Care,14
"Glysolid Glycerin Cream, 80Ml","جليسوليد كريم للعناية بالبشرة بالجليسرين,  80 مل",,Skin Care,Skin Care,14
"Glysolid Moisturizing Body Lotion, 200Ml","جليسوليد لوشن مرطب للجسم, 200 مل",,Skin Care,Skin Care,14
"Glysolid Soft Cream, 100Ml","جليسوليد كريم للبشرة, 100 مل",,Skin Care,Skin Care,14
"Glysolid Soft Cream, 200Ml","جليسوليد كريم للبشرة, 200 مل",,Skin Care,Skin Care,14
"Ivatherm Foot Care Cream, 75 Ml",ايفاثيرم كريم العناية بالقدم، 75 مل,,Skin Care,Skin Care,14
"Ivatherm Ivahydra+ Moisturizing Body Cream, 200Ml","ايفاثيرم ايفاهيدرا+ كريم مرطب للجسم, 200 مل",,Skin Care,Skin Care,14
"Ivatherm Multi-Performance Hydrating Hand Cream, 50 Ml",ايفاثيرم كريم ترطيب اليد متعدد الاستخدامات ، 50 مل,,Skin Care,Skin Care,14
